ID,RAC1P,RAC2P,RAC3P,PERNP,SCHG,SCHL
003792,9,68,60,12200,,16
003793,1,1,1,0,,16
003794,2,2,2,55000,,17
003795,1,1,1,36100,,18
003796,1,1,1,4900,,23
003797,1,1,1,0,,19
003798,6,59,44,150000,,23
003799,6,59,44,150000,,23
003800,6,59,44,,3,4
003801,6,59,44,,,1
003802,1,1,1,0,,21
003803,1,1,1,0,,21
003804,1,1,1,175000,,24
003805,1,1,1,255000,,24
003806,1,1,1,,4,5
003807,1,1,1,80000,,21
003808,1,1,1,15700,15,21
003809,1,1,1,6000,15,19
003810,9,68,29,100000,,16
003811,1,1,1,55000,,17
003812,1,1,1,4000,,16
003813,1,1,1,32000,,16
003814,1,1,1,68000,,18
003815,1,1,1,,10,10
003816,6,49,8,0,,16
003817,1,1,1,0,,18
003818,1,1,1,0,,16
003819,1,1,1,0,,21
003820,1,1,1,0,,20
003821,1,1,1,0,,20
003822,1,1,1,0,,21
003823,1,1,1,0,,18
003824,1,1,1,27000,,16
003825,1,1,1,23000,,16
003826,1,1,1,85000,,21
003827,1,1,1,20000,,19
003828,1,1,1,4800,15,19
003829,1,1,1,7000,15,20
003830,1,1,1,38000,,18
003831,1,1,1,60000,,19
003832,1,1,1,,11,11
003833,6,48,7,0,,21
003834,1,1,1,0,,22
003835,1,1,1,12000,,21
003836,1,1,1,115000,,21
003837,1,1,1,45000,,21
003838,1,1,1,43700,,19
003839,1,1,1,20100,,18
003840,1,1,1,7000,,21
003841,1,1,1,0,,18
003842,1,1,1,2500,,23
003843,1,1,1,0,,16
003844,1,1,1,0,,22
003845,1,1,1,0,,24
003846,1,1,1,0,,16
003847,1,1,1,0,,19
003848,1,1,1,49000,,18
003849,1,1,1,48000,,21
003850,1,1,1,0,,19
003851,1,1,1,0,,15
003852,1,1,1,45000,,17
003853,1,1,1,0,,16
003854,1,1,1,0,,19
003855,1,1,1,0,,20
003856,1,1,1,0,,19
003857,1,1,1,35000,,16
003858,1,1,1,0,,16
003859,1,1,1,0,14,14
003860,1,1,1,,11,11
003861,1,1,1,,7,7
003862,1,1,1,,,
003863,8,67,15,40000,,12
003864,8,67,15,0,,9
003865,8,67,15,,,
003866,1,1,1,7000,,19
003867,1,1,1,60000,,24
003868,1,1,1,,4,5
003869,1,1,1,,,1
003870,1,1,1,0,,12
003871,8,67,15,24000,,15
003872,8,67,15,7000,,19
003873,8,67,15,1800,15,19
003874,8,67,15,,,
003875,1,1,1,0,15,16
003876,1,1,1,0,,18
003877,1,1,1,0,,19
003878,1,1,1,20000,,19
003879,1,1,1,120000,,22
003880,1,1,1,80000,,21
003881,1,1,1,6000,,16
003882,1,1,1,78000,,22
003883,1,1,1,91000,,22
003884,1,1,1,,11,11
003885,9,68,17,50000,,16
003886,1,1,1,6000,,20
003887,1,1,1,0,,13
003888,8,67,15,29000,,5
003889,8,67,15,70000,,6
003890,8,67,15,,10,10
003891,8,67,15,,6,7
003892,8,67,15,,6,6
003893,8,67,15,0,,10
003894,1,1,1,0,,22
003895,1,1,1,0,,21
003896,1,1,1,74000,,21
003897,1,1,1,30400,,21
003898,1,1,1,72000,,22
003899,1,1,1,80000,,18
003900,1,1,1,7000,,16
003901,1,1,1,57000,,20
003902,1,1,1,0,,13
003903,6,43,5,23300,15,21
003904,6,43,5,0,,20
003905,1,1,1,0,,11
003906,1,1,1,0,,16
003907,1,1,1,50000,,20
003908,1,1,1,31000,,16
003909,1,1,1,76000,,16
003910,1,1,1,0,,16
003911,1,1,1,22000,,16
003912,1,1,1,600,,22
003913,1,1,1,0,,21
003914,1,1,1,17000,,22
003915,1,1,1,21000,,19
003916,1,1,1,3100,,18
003917,1,1,1,0,13,14
003918,1,1,1,0,,19
003919,1,1,1,0,,16
003920,1,1,1,84000,,20
003921,1,1,1,,11,11
003922,1,1,1,,9,9
003923,1,1,1,,6,6
003924,1,1,1,,5,5
003925,1,1,1,,2,1
003926,1,1,1,105000,,20
003927,6,43,5,40000,,21
003928,1,1,1,0,,13
003929,1,1,1,40000,,14
003930,1,1,1,20000,,16
003931,1,1,1,500,15,17
003932,1,1,1,,11,11
003933,1,1,1,,,1
003934,1,1,1,40000,,19
003935,1,1,1,35300,,19
003936,1,1,1,135000,,18
003937,1,1,1,0,,18
003938,1,1,1,,8,9
003939,1,1,1,,2,3
003940,1,1,1,,2,3
003941,6,49,8,0,,11
003942,6,49,8,0,,11
003943,1,1,1,61000,,19
003944,1,1,1,0,,19
003945,1,1,1,45000,15,18
003946,1,1,1,38000,,22
003947,1,1,1,12000,16,21
003948,1,1,1,60000,15,19
003949,6,49,8,35000,,21
003950,1,1,1,90000,,16
003951,1,1,1,5000,,19
003952,1,1,1,,2,3
003953,1,1,1,,,
003954,1,1,1,25000,,16
003955,1,1,1,65000,,20
003956,1,1,1,60000,16,21
003957,1,1,1,,11,12
003958,1,1,1,4400,,21
003959,1,1,1,14200,,20
003960,1,1,1,16000,15,19
003961,1,1,1,3200,15,19
003962,1,1,1,0,13,13
003963,1,1,1,,6,6
003964,1,1,1,,4,4
003965,1,1,1,0,,21
003966,1,1,1,75000,,21
003967,3,28,3,0,,12
003968,1,1,1,70000,,21
003969,1,1,1,28000,,21
003970,1,1,1,19000,,22
003971,1,1,1,7000,,19
003972,1,1,1,24000,,20
003973,1,1,1,130000,,22
003974,6,43,5,80000,,21
003975,9,68,19,,10,10
003976,9,68,19,,8,8
003977,1,1,1,0,,20
003978,1,1,1,45000,,16
003979,1,1,1,55000,,19
003980,1,1,1,0,13,14
003981,1,1,1,70000,,20
003982,1,1,1,45000,,19
003983,1,1,1,21000,,16
003984,1,1,1,43000,,18
003985,1,1,1,0,,18
003986,1,1,1,,,
003987,1,1,1,13500,15,20
003988,1,1,1,0,,16
003989,1,1,1,0,,16
003990,1,1,1,5000,,18
003991,1,1,1,0,,16
003992,1,1,1,0,,18
003993,1,1,1,16000,,16
003994,1,1,1,40000,,16
003995,1,1,1,2000,15,20
003996,1,1,1,13000,15,19
003997,6,43,5,80000,,21
003998,6,43,5,60000,,21
003999,1,1,1,0,,19
004000,1,1,1,0,,18
004001,1,1,1,0,,17
004002,1,1,1,0,,16
004003,1,1,1,10000,,21
004004,1,1,1,45000,,16
004005,1,1,1,,4,4
004006,1,1,1,60000,,18
004007,1,1,1,0,,18
004008,6,49,8,85000,,21
004009,6,48,7,3000,,21
004010,6,59,54,,,
004011,6,59,54,,,
004012,1,1,1,55000,,24
004013,2,2,2,800,,18
004014,9,68,17,0,,20
004015,6,43,5,0,,16
004016,1,1,1,0,,18
004017,1,1,1,160000,,16
004018,1,1,1,0,,18
004019,1,1,1,,9,10
004020,1,1,1,0,,21
004021,1,1,1,0,,20
004022,1,1,1,80000,,19
004023,1,1,1,0,,19
004024,1,1,1,75000,,19
004025,1,1,1,35000,,21
004026,1,1,1,64000,16,22
004027,1,1,1,120000,,22
004028,1,1,1,105000,,21
004029,1,1,1,0,,20
004030,1,1,1,,,
004031,1,1,1,,,
004032,1,1,1,60000,,19
004033,1,1,1,80000,,22
004034,1,1,1,0,,19
004035,1,1,1,16900,,18
004036,6,57,9,110000,,22
004037,6,57,9,0,15,18
004038,6,57,9,32000,,19
004039,6,57,9,0,,14
004040,6,57,9,22000,,15
004041,6,57,9,30000,,15
004042,6,57,9,0,,21
004043,6,57,9,15000,,19
004044,6,57,9,16700,,21
004045,6,57,9,52000,,21
004046,6,57,9,,,
004047,6,57,9,60000,,17
004048,1,1,1,19200,,19
004049,1,1,1,21000,,19
004050,1,1,1,0,,19
004051,2,2,2,0,,19
004052,1,1,1,64150,,21
004053,1,1,1,117000,,19
004054,1,1,1,83000,,19
004055,1,1,1,3000,14,14
004056,1,1,1,,11,11
004057,1,1,1,,10,10
004058,1,1,1,0,,19
004059,1,1,1,0,,16
004060,1,1,1,90000,,21
004061,1,1,1,14000,,21
004062,1,1,1,,,1
004063,1,1,1,,,
004064,1,1,1,56000,,21
004065,1,1,1,50000,,19
004066,1,1,1,0,,16
004067,1,1,1,0,,21
004068,1,1,1,0,,22
004069,1,1,1,2000,,16
004070,1,1,1,0,,16
004071,6,49,8,60000,,19
004072,6,49,8,2800,15,20
004073,6,49,8,0,,19
004074,6,49,8,60000,,21
004075,1,1,1,70000,,19
004076,1,1,1,62000,,19
004077,9,68,29,25000,,17
004078,1,1,1,25000,,1
004079,1,1,1,1400,16,20
004080,8,67,15,0,12,13
004081,1,1,1,,12,13
004082,1,1,1,0,,12
004083,1,1,1,0,,19
004084,1,1,1,18000,,19
004085,1,1,1,30000,,20
004086,3,28,3,0,,20
004087,1,1,1,28000,,16
004088,1,1,1,2100,,18
004089,1,1,1,,,
004090,1,1,1,0,,21
004091,1,1,1,750,15,19
004092,1,1,1,60000,,20
004093,1,1,1,,5,5
004094,1,1,1,,2,2
004095,1,1,1,55000,,20
004096,1,1,1,20400,15,19
004097,6,45,6,29400,,19
004098,1,1,1,0,,17
004099,1,1,1,,12,12
004100,3,23,3,2000,,16
004101,1,1,1,46000,,23
004102,1,1,1,0,,16
004103,1,1,1,0,,16
004104,1,1,1,5000,,22
004105,1,1,1,,9,9
004106,1,1,1,,9,10
004107,1,1,1,,10,10
004108,1,1,1,25100,,21
004109,1,1,1,36600,,20
004110,1,1,1,43500,,16
004111,1,1,1,0,,18
004112,1,1,1,80000,,16
004113,1,1,1,5500,,21
004114,1,1,1,21800,,18
004115,1,1,1,,,
004116,1,1,1,10600,,19
004117,2,2,2,500,,17
004118,9,68,61,3000,,17
004119,9,68,61,,2,3
004120,9,68,61,,,1
004121,9,68,61,,,1
004122,9,68,61,,,
004123,1,1,1,467000,,22
004124,1,1,1,0,,21
004125,1,1,1,0,16,21
004126,1,1,1,2000,,15
004127,1,1,1,106000,,20
004128,1,1,1,24000,,19
004129,1,1,1,19300,,19
004130,1,1,1,-4100,,21
004131,1,1,1,89000,15,20
004132,1,1,1,35000,,22
004133,1,1,1,42600,,18
004134,1,1,1,7100,15,16
004135,1,1,1,0,,19
004136,1,1,1,0,,21
004137,1,1,1,0,,21
004138,1,1,1,0,,20
004139,1,1,1,0,,16
004140,1,1,1,0,,17
004141,1,1,1,12000,,16
004142,1,1,1,65000,,16
004143,1,1,1,2300,14,14
004144,1,1,1,0,,19
004145,1,1,1,7000,,20
004146,1,1,1,4600,,22
004147,1,1,1,0,,21
004148,1,1,1,21000,,17
004149,1,1,1,,11,11
004150,1,1,1,50000,,19
004151,8,67,15,10000,,16
004152,8,67,15,33900,,11
004153,8,67,15,,8,8
004154,8,67,15,,7,7
004155,1,1,1,6000,15,19
004156,1,1,1,28000,,16
004157,1,1,1,28800,,16
004158,1,1,1,36000,,16
004159,1,1,1,0,,23
004160,1,1,1,0,,21
004161,1,1,1,0,,18
004162,1,1,1,180000,,20
004163,1,1,1,33000,,18
004164,6,43,5,0,,6
004165,1,1,1,0,,20
004166,1,1,1,65000,,16
004167,1,1,1,0,13,13
004168,1,1,1,,9,9
004169,1,1,1,39000,,16
004170,1,1,1,0,,17
004171,9,68,16,,,1
004172,1,1,1,,,1
004173,1,1,1,,,
004174,1,1,1,0,,16
004175,8,67,15,23900,,12
004176,1,1,1,0,,18
004177,1,1,1,130000,,22
004178,1,1,1,,10,10
004179,1,1,1,40000,,18
004180,1,1,1,60000,,23
004181,1,1,1,0,,18
004182,1,1,1,0,,19
004183,1,1,1,0,,22
004184,1,1,1,39900,,20
004185,1,1,1,164000,,16
004186,1,1,1,0,,18
004187,1,1,1,50000,,16
004188,1,1,1,23000,,20
004189,1,1,1,60000,,20
004190,1,1,1,48000,,20
004191,2,2,2,12000,,16
004192,9,68,16,,6,6
004193,9,68,16,,,1
004194,1,1,1,65000,,16
004195,1,1,1,155000,,22
004196,1,1,1,,3,3
004197,1,1,1,80000,,16
004198,1,1,1,70000,,17
004199,1,1,1,,6,6
004200,1,1,1,,,1
004201,1,1,1,150000,,21
004202,1,1,1,40000,,22
004203,1,1,1,0,14,14
004204,1,1,1,,10,10
004205,1,1,1,0,,16
004206,1,1,1,0,,21
004207,1,1,1,104000,,24
004208,1,1,1,467000,,16
004209,1,1,1,500,,16
004210,1,1,1,0,,19
004211,1,1,1,9000,,22
004212,1,1,1,10000,,16
004213,1,1,1,,6,7
004214,1,1,1,,3,4
004215,1,1,1,0,,21
004216,1,1,1,0,,21
004217,1,1,1,15900,,23
004218,1,1,1,0,,16
004219,1,1,1,0,,21
004220,9,68,17,86000,,21
004221,1,1,1,44000,,16
004222,1,1,1,44000,,16
004223,1,1,1,0,,22
004224,1,1,1,0,,16
004225,9,68,17,9700,15,19
004226,1,1,1,41000,,18
004227,6,50,10,0,,18
004228,6,50,10,0,,15
004229,1,1,1,58000,,21
004230,1,1,1,4000,,18
004231,1,1,1,,,
004232,1,1,1,,5,5
004233,1,1,1,7000,,18
004234,1,1,1,0,,16
004235,1,1,1,0,,21
004236,1,1,1,,10,10
004237,1,1,1,,8,8
004238,1,1,1,,4,4
004239,1,1,1,41500,,16
004240,1,1,1,0,,21
004241,1,1,1,100000,,19
004242,1,1,1,0,,20
004243,9,68,16,,8,8
004244,9,68,16,,6,6
004245,9,68,16,,5,5
004246,1,1,1,0,,18
004247,1,1,1,19000,,19
004248,1,1,1,0,,19
004249,1,1,1,19000,,21
004250,1,1,1,0,,16
004251,1,1,1,,,1
004252,1,1,1,,3,4
004253,1,1,1,,,1
004254,1,1,1,97000,,22
004255,1,1,1,0,,19
004256,1,1,1,0,,18
004257,1,1,1,0,,22
004258,1,1,1,0,,21
004259,1,1,1,0,,16
004260,1,1,1,0,,16
004261,1,1,1,31990,,21
004262,1,1,1,15700,,24
004263,1,1,1,56000,,19
004264,6,48,7,108000,,18
004265,1,1,1,1000,,20
004266,9,68,21,24000,,16
004267,7,60,11,0,,18
004268,1,1,1,0,,16
004269,1,1,1,3500,,19
004270,1,1,1,9400,,20
004271,1,1,1,0,,21
004272,1,1,1,0,,16
004273,1,1,1,0,,14
004274,1,1,1,143000,,22
004275,1,1,1,0,,20
004276,6,57,9,25000,,19
004277,6,57,9,22000,,16
004278,6,57,9,,,
004279,6,57,9,,,
004280,9,68,28,0,15,19
004281,7,66,14,0,,15
004282,7,66,14,0,12,13
004283,9,68,28,,11,12
004284,1,1,1,32000,,19
004285,1,1,1,0,,15
004286,1,1,1,5000,,21
004287,1,1,1,130000,,21
004288,1,1,1,,12,12
004289,1,1,1,,10,10
004290,1,1,1,,5,5
004291,1,1,1,34000,,17
004292,1,1,1,92000,,18
004293,1,1,1,7600,,19
004294,1,1,1,86000,,20
004295,1,1,1,91000,,20
004296,1,1,1,,9,10
004297,1,1,1,,6,7
004298,1,1,1,0,,16
004299,1,1,1,0,,16
004300,1,1,1,60000,,17
004301,1,1,1,20000,,16
004302,1,1,1,37000,,21
004303,1,1,1,42000,,21
004304,1,1,1,,,
004305,1,1,1,0,,16
004306,1,1,1,0,,14
004307,1,1,1,22000,,16
004308,1,1,1,20000,,16
004309,1,1,1,15000,,21
004310,1,1,1,57000,,16
004311,1,1,1,0,,17
004312,1,1,1,1400,,13
004313,1,1,1,0,,17
004314,1,1,1,4000,15,18
004315,1,1,1,40000,,21
004316,1,1,1,1500,,19
004317,9,68,17,130000,,17
004318,9,68,17,,6,6
004319,6,49,8,19000,15,19
004320,1,1,1,120000,,18
004321,1,1,1,19200,,20
004322,1,1,1,5500,,16
004323,1,1,1,5400,13,13
004324,3,27,3,0,,19
004325,9,68,41,,5,6
004326,3,28,3,,9,10
004327,3,28,3,,6,7
004328,3,28,3,,4,5
004329,3,28,3,,2,3
004330,3,28,3,4800,15,19
004331,1,1,1,0,,22
004332,1,1,1,16000,,20
004333,1,1,1,22700,16,21
004334,1,1,1,26100,,19
004335,8,67,15,0,,16
004336,1,1,1,84000,,22
004337,9,68,17,0,,18
004338,1,1,1,0,,21
004339,1,1,1,0,,19
004340,1,1,1,0,,19
004341,1,1,1,152000,,22
004342,1,1,1,150000,,23
004343,1,1,1,0,,21
004344,1,1,1,0,,21
004345,1,1,1,52000,,16
004346,1,1,1,,,1
004347,1,1,1,,,
004348,1,1,1,0,,21
004349,1,1,1,40000,,16
004350,1,1,1,0,,20
004351,1,1,1,32000,,16
004352,1,1,1,0,,16
004353,1,1,1,0,,16
004354,1,1,1,176000,,22
004355,1,1,1,85000,,20
004356,6,43,5,58000,,1
004357,6,43,5,0,,1
004358,6,43,5,4000,15,16
004359,1,1,1,0,,19
004360,1,1,1,0,,18
004361,1,1,1,0,,19
004362,3,21,3,8000,,16
004363,1,1,1,55000,,21
004364,1,1,1,40000,,21
004365,1,1,1,93000,,21
004366,1,1,1,0,,19
004367,1,1,1,0,,21
004368,1,1,1,0,,19
004369,6,43,5,18000,,19
004370,1,1,1,33000,,19
004371,1,1,1,0,,19
004372,1,1,1,2000,,16
004373,1,1,1,18000,,16
004374,1,1,1,,,
004375,1,1,1,0,,16
004376,1,1,1,0,,16
004377,2,2,2,50000,15,21
004378,1,1,1,50000,,19
004379,1,1,1,,8,9
004380,1,1,1,,6,7
004381,1,1,1,0,,22
004382,6,49,8,0,,21
004383,1,1,1,2500,,18
004384,1,1,1,70000,,20
004385,6,48,7,1500,,22
004386,1,1,1,72000,,16
004387,1,1,1,23900,,16
004388,1,1,1,40000,,21
004389,1,1,1,42000,,21
004390,1,1,1,,8,8
004391,1,1,1,,5,5
004392,1,1,1,30000,,16
004393,1,1,1,0,,18
004394,1,1,1,6000,,14
004395,1,1,1,0,,20
004396,1,1,1,0,,16
004397,1,1,1,80000,,20
004398,1,1,1,10000,,16
004399,1,1,1,0,,21
004400,1,1,1,117000,,21
004401,1,1,1,90000,,22
004402,1,1,1,0,,22
004403,1,1,1,,6,6
004404,1,1,1,,4,4
004405,1,1,1,11000,,16
004406,1,1,1,34000,,11
004407,1,1,1,150000,,19
004408,1,1,1,50000,,20
004409,8,67,15,8000,,13
004410,8,67,15,30000,,9
004411,8,67,15,6500,,16
004412,1,1,1,0,,16
004413,1,1,1,26300,,16
004414,9,68,17,30000,,15
004415,1,1,1,,8,8
004416,1,1,1,,6,6
004417,1,1,1,46000,,21
004418,1,1,1,21600,,19
004419,1,1,1,16600,,17
004420,1,1,1,0,,18
004421,1,1,1,26900,,16
004422,1,1,1,25000,,16
004423,1,1,1,68000,,21
004424,1,1,1,31600,,20
004425,1,1,1,0,,17
004426,1,1,1,3800,,16
004427,1,1,1,,12,12
004428,1,1,1,,10,10
004429,1,1,1,,,
004430,1,1,1,0,,22
004431,1,1,1,95000,,22
004432,1,1,1,24000,,21
004433,1,1,1,24000,,22
004434,8,67,15,0,,4
004435,1,1,1,225000,,23
004436,6,38,4,467000,,23
004437,1,1,1,0,,1
004438,1,1,1,2500,,21
004439,1,1,1,6000,,16
004440,1,1,1,13000,,16
004441,1,1,1,29000,,16
004442,1,1,1,60000,,19
004443,1,1,1,0,,18
004444,1,1,1,107000,,21
004445,6,49,8,0,,21
004446,9,68,22,,3,3
004447,9,68,22,,1,1
004448,1,1,1,0,,16
004449,1,1,1,0,,19
004450,1,1,1,29800,,19
004451,1,1,1,14000,,18
004452,1,1,1,54000,,21
004453,1,1,1,1500,15,16
004454,1,1,1,0,,24
004455,1,1,1,12000,,21
004456,1,1,1,0,,21
004457,1,1,1,32000,,16
004458,1,1,1,72000,,22
004459,1,1,1,0,,20
004460,1,1,1,36000,,18
004461,1,1,1,30000,,15
004462,7,60,11,0,13,14
004463,1,1,1,0,,19
004464,1,1,1,0,,19
004465,1,1,1,65000,,22
004466,1,1,1,70000,,19
004467,1,1,1,70000,,21
004468,1,1,1,,2,1
004469,1,1,1,,,
004470,1,1,1,20000,,16
004471,1,1,1,63000,,15
004472,9,68,20,48000,,20
004473,1,1,1,30000,,20
004474,9,68,20,,,
004475,1,1,1,50000,,21
004476,2,2,2,21000,,1
004477,2,2,2,55000,,21
004478,2,2,2,3500,,20
004479,1,1,1,135000,,21
004480,1,1,1,12000,16,21
004481,9,68,17,15000,,21
004482,1,1,1,15000,,17
004483,1,1,1,8000,,18
004484,1,1,1,121000,,21
004485,1,1,1,82000,,21
004486,1,1,1,0,,19
004487,1,1,1,0,,20
004488,1,1,1,0,,16
004489,1,1,1,0,,16
004490,1,1,1,102000,,21
004491,1,1,1,46700,,21
004492,1,1,1,5300,15,16
004493,1,1,1,30000,,21
004494,1,1,1,34000,,21
004495,1,1,1,35000,,22
004496,1,1,1,24000,15,19
004497,1,1,1,0,,21
004498,1,1,1,0,,19
004499,1,1,1,137000,,19
004500,1,1,1,84000,,18
004501,1,1,1,0,,16
004502,1,1,1,0,,16
004503,1,1,1,500,,19
004504,1,1,1,0,,19
004505,1,1,1,0,,21
004506,1,1,1,0,,22
004507,1,1,1,0,,21
004508,1,1,1,50000,,19
004509,9,68,100,50000,16,20
004510,9,68,89,34200,,13
004511,1,1,1,49000,,19
004512,1,1,1,93000,,18
004513,1,1,1,20000,,19
004514,1,1,1,21400,,19
004515,7,66,14,40000,,19
004516,7,63,12,1400,,16
004517,1,1,1,0,,20
004518,6,56,10,4000,,22
004519,1,1,1,22300,,19
004520,1,1,1,13000,,16
004521,1,1,1,,12,13
004522,1,1,1,,11,12
004523,1,1,1,0,,24
004524,1,1,1,40000,,1
004525,1,1,1,105000,,18
004526,1,1,1,30000,,20
004527,1,1,1,0,12,12
004528,1,1,1,,10,11
004529,1,1,1,,5,5
004530,1,1,1,,1,2
004531,1,1,1,0,,18
004532,1,1,1,35000,,20
004533,1,1,1,,,1
004534,1,1,1,0,,18
004535,1,1,1,16000,,15
004536,2,2,2,18800,,19
004537,2,2,2,25000,,20
004538,1,1,1,467000,,21
004539,2,2,2,0,,21
004540,2,2,2,,8,9
004541,2,2,2,,6,7
004542,1,1,1,0,,16
004543,1,1,1,35000,15,20
004544,1,1,1,0,,21
004545,1,1,1,17500,,19
004546,1,1,1,,,
004547,1,1,1,85000,,22
004548,6,45,6,0,16,21
004549,1,1,1,0,,19
004550,1,1,1,0,,20
004551,1,1,1,0,,21
004552,1,1,1,0,,20
004553,1,1,1,91000,,21
004554,1,1,1,43000,,16
004555,1,1,1,0,13,13
004556,1,1,1,,9,9
004557,1,1,1,30000,,16
004558,1,1,1,33000,,16
004559,1,1,1,0,14,14
004560,1,1,1,,8,8
004561,1,1,1,,,1
004562,1,1,1,46000,,21
004563,1,1,1,85000,,21
004564,1,1,1,,7,7
004565,1,1,1,,7,7
004566,6,49,8,,2,2
004567,6,48,7,70000,,21
004568,1,1,1,24400,,16
004569,1,1,1,12000,,17
004570,1,1,1,19000,,13
004571,1,1,1,0,,22
004572,1,1,1,0,,21
004573,1,1,1,4600,,16
004574,1,1,1,0,15,19
004575,6,45,6,4500,15,18
004576,1,1,1,47000,,22
004577,1,1,1,600,,18
004578,1,1,1,205000,,19
004579,1,1,1,0,14,14
004580,1,1,1,0,13,13
004581,1,1,1,60000,,21
004582,1,1,1,100000,,22
004583,1,1,1,0,12,12
004584,1,1,1,0,,14
004585,1,1,1,0,,16
004586,1,1,1,0,,19
004587,1,1,1,467000,,19
004588,1,1,1,0,,20
004589,1,1,1,0,,18
004590,1,1,1,0,,16
004591,1,1,1,0,,17
004592,1,1,1,0,,22
004593,1,1,1,125000,,21
004594,1,1,1,,8,8
004595,1,1,1,,5,5
004596,1,1,1,137000,,18
004597,1,1,1,0,,19
004598,1,1,1,0,,21
004599,1,1,1,9600,,16
004600,1,1,1,17000,,16
004601,1,1,1,0,,21
004602,8,67,15,51000,,15
004603,8,67,15,25000,,19
004604,1,1,1,110000,,19
004605,1,1,1,52000,,20
004606,1,1,1,46000,,16
004607,1,1,1,0,,21
004608,1,1,1,13000,,18
004609,9,68,21,0,,14
004610,1,1,1,25000,,20
004611,1,1,1,0,,16
004612,6,48,7,0,,7
004613,1,1,1,0,,19
004614,1,1,1,0,,16
004615,1,1,1,51000,,22
004616,5,37,3,25000,,14
004617,1,1,1,0,,21
004618,1,1,1,0,,16
004619,1,1,1,0,,17
004620,9,68,80,0,12,12
004621,9,68,29,,9,9
004622,1,1,1,,,1
004623,1,1,1,63000,,21
004624,1,1,1,15000,15,19
004625,1,1,1,383000,,16
004626,1,1,1,0,,16
004627,1,1,1,,3,3
004628,1,1,1,,1,1
004629,1,1,1,,,
004630,1,1,1,39000,,21
004631,1,1,1,150000,,21
004632,1,1,1,,8,8
004633,1,1,1,,5,5
004634,1,1,1,,1,2
004635,9,68,22,58000,,16
004636,6,49,8,10000,,20
004637,1,1,1,145000,,21
004638,1,1,1,27000,,21
004639,1,1,1,31200,,18
004640,1,1,1,93000,,22
004641,1,1,1,18000,,18
004642,1,1,1,,4,5
004643,1,1,1,5000,,18
004644,1,1,1,,8,8
004645,1,1,1,30000,,20
004646,6,38,4,22000,15,16
004647,9,68,18,,,1
004648,9,68,18,,,1
004649,9,68,18,,,
004650,9,68,18,,,
004651,1,1,1,68000,,21
004652,1,1,1,0,,19
004653,1,1,1,100000,,23
004654,1,1,1,60000,,18
004655,1,1,1,0,,18
004656,1,1,1,74000,,19
004657,1,1,1,0,,21
004658,1,1,1,255000,,22
004659,1,1,1,22000,,20
004660,1,1,1,,8,8
004661,1,1,1,,4,4
004662,1,1,1,0,,20
004663,1,1,1,40000,,18
004664,1,1,1,35000,,16
004665,1,1,1,0,,17
004666,1,1,1,0,,16
004667,6,38,4,77000,,20
004668,1,1,1,10000,15,16
004669,1,1,1,42000,,21
004670,2,2,2,65000,,21
004671,9,68,83,,,
004672,1,1,1,40900,,18
004673,1,1,1,0,,13
004674,1,1,1,,12,12
004675,1,1,1,2900,,19
004676,1,1,1,0,,18
004677,1,1,1,0,,16
004678,1,1,1,0,,1
004679,1,1,1,,10,10
004680,1,1,1,70000,,21
004681,1,1,1,102000,,16
004682,1,1,1,40000,,16
004683,1,1,1,0,,19
004684,1,1,1,5000,,19
004685,1,1,1,37000,,19
004686,1,1,1,9000,,16
004687,1,1,1,122000,,24
004688,1,1,1,0,13,13
004689,1,1,1,,12,12
004690,6,38,4,60000,,21
004691,6,38,4,0,,22
004692,6,38,4,,4,4
004693,6,38,4,,,1
004694,1,1,1,32400,,20
004695,5,37,3,24000,,16
004696,1,1,1,0,,19
004697,1,1,1,22000,,24
004698,1,1,1,14000,,16
004699,1,1,1,,11,11
004700,1,1,1,,9,9
004701,1,1,1,,3,2
004702,1,1,1,,1,1
004703,1,1,1,8000,,16
004704,1,1,1,30000,,16
004705,1,1,1,0,,16
004706,1,1,1,84000,,16
004707,1,1,1,45300,,18
004708,1,1,1,137000,,18
004709,6,43,5,137000,,21
004710,9,68,19,2500,,21
004711,9,68,19,1000,14,16
004712,1,1,1,75000,15,20
004713,1,1,1,19500,,16
004714,1,1,1,,9,9
004715,1,1,1,,8,8
004716,1,1,1,17100,,16
004717,1,1,1,0,,16
004718,3,28,3,0,,19
004719,3,28,3,0,,19
004720,3,28,3,34300,,16
004721,1,1,1,32000,,17
004722,1,1,1,61000,,20
004723,1,1,1,,10,11
004724,1,1,1,220000,,21
004725,1,1,1,0,,18
004726,1,1,1,90000,16,22
004727,1,1,1,8000,16,21
004728,1,1,1,35000,,22
004729,1,1,1,28000,,21
004730,1,1,1,5200,,16
004731,1,1,1,65000,,13
004732,1,1,1,10000,15,16
004733,1,1,1,110000,,22
004734,1,1,1,102000,,18
004735,1,1,1,1500,14,16
004736,1,1,1,,11,12
004737,1,1,1,0,,19
004738,1,1,1,0,,18
004739,6,49,8,0,,21
004740,6,49,8,37000,,20
004741,6,49,8,0,15,16
004742,6,49,8,,,11
004743,9,68,100,46500,,22
004744,9,68,22,74000,,21
004745,1,1,1,0,,20
004746,9,68,22,,3,3
004747,9,68,22,,,1
004748,1,1,1,12000,,20
004749,6,45,6,55000,15,19
004750,1,1,1,9800,,18
004751,1,1,1,47000,,19
004752,1,1,1,0,,21
004753,1,1,1,160000,,21
