ID,RAC1P,RAC2P,RAC3P,PERNP,SCHG,SCHL
054026,2,2,2,,,
054027,2,2,2,35000,,13
054028,1,1,1,57000,15,21
054029,1,1,1,0,,1
054030,1,1,1,0,,19
054031,1,1,1,0,,19
054032,9,68,17,0,,16
054033,1,1,1,0,,16
054034,1,1,1,0,,21
054035,1,1,1,20000,15,16
054036,1,1,1,12000,15,16
054037,1,1,1,0,,18
054038,1,1,1,116000,,18
054039,1,1,1,,2,2
054040,1,1,1,,1,1
054041,1,1,1,,,
054042,1,1,1,40000,,20
054043,1,1,1,0,14,14
054044,1,1,1,7500,,19
054045,1,1,1,,9,9
054046,1,1,1,0,,19
054047,1,1,1,0,,21
054048,1,1,1,150000,,23
054049,1,1,1,0,12,12
054050,1,1,1,,9,9
054051,1,1,1,,7,7
054052,1,1,1,0,,21
054053,1,1,1,0,,20
054054,1,1,1,0,,20
054055,1,1,1,75000,,16
054056,1,1,1,63000,,20
054057,1,1,1,0,14,14
054058,1,1,1,,10,10
054059,1,1,1,0,,22
054060,1,1,1,0,,19
054061,1,1,1,8500,,16
054062,1,1,1,10000,,16
054063,1,1,1,2400,16,21
054064,6,57,9,0,,16
054065,1,1,1,0,,16
054066,1,1,1,0,,18
054067,1,1,1,0,,20
054068,1,1,1,30000,,13
054069,1,1,1,0,,20
054070,1,1,1,0,,1
054071,1,1,1,14000,,16
054072,1,1,1,6300,,16
054073,1,1,1,,10,10
054074,1,1,1,49900,,18
054075,6,45,6,0,,15
054076,1,1,1,0,,21
054077,1,1,1,20000,,17
054078,1,1,1,20000,,17
054079,1,1,1,195000,,22
054080,1,1,1,0,,19
054081,1,1,1,0,13,13
054082,1,1,1,,10,10
054083,1,1,1,0,,12
054084,9,68,20,55000,,16
054085,1,1,1,467000,,19
054086,1,1,1,121000,,19
054087,1,1,1,2000,15,18
054088,1,1,1,,,
054089,1,1,1,28000,,19
054090,8,67,15,4800,,21
054091,1,1,1,49500,,21
054092,1,1,1,4000,,19
054093,1,1,1,47000,,22
054094,9,68,16,62000,,23
054095,1,1,1,0,,1
054096,1,1,1,0,,16
054097,1,1,1,63000,,18
054098,1,1,1,30700,,18
054099,1,1,1,3100,15,19
054100,1,1,1,16000,,19
054101,1,1,1,0,,12
054102,1,1,1,48000,,19
054103,2,2,2,2200,,15
054104,1,1,1,35000,,20
054105,1,1,1,125000,,16
054106,1,1,1,35000,15,19
054107,1,1,1,0,,21
054108,1,1,1,0,,20
054109,1,1,1,11900,,16
054110,1,1,1,150000,,21
054111,1,1,1,21000,,21
054112,1,1,1,0,,22
054113,1,1,1,0,,18
054114,1,1,1,,8,8
054115,1,1,1,,5,5
054116,1,1,1,0,,18
054117,1,1,1,0,,18
054118,8,67,15,30000,,16
054119,1,1,1,48000,,21
054120,1,1,1,50000,,19
054121,1,1,1,3000,15,16
054122,1,1,1,0,12,12
054123,1,1,1,40000,,11
054124,1,1,1,14000,,8
054125,1,1,1,,10,10
054126,1,1,1,27000,,15
054127,1,1,1,35000,,17
054128,1,1,1,780,15,19
054129,1,1,1,0,15,18
054130,1,1,1,20000,,19
054131,6,55,10,12000,,20
054132,6,55,10,9000,15,20
054133,1,1,1,40000,,16
054134,1,1,1,60000,,20
054135,1,1,1,0,13,14
054136,9,68,21,73000,,21
054137,9,68,21,9000,,21
054138,1,1,1,0,,18
054139,1,1,1,0,,15
054140,1,1,1,8000,,16
054141,1,1,1,42000,,20
054142,1,1,1,28800,,20
054143,1,1,1,0,,16
054144,1,1,1,144000,,21
054145,1,1,1,58000,,22
054146,1,1,1,0,,21
054147,1,1,1,0,,22
054148,1,1,1,0,,19
054149,1,1,1,60000,15,20
054150,1,1,1,28000,,18
054151,9,68,16,,8,8
054152,1,1,1,0,,16
054153,1,1,1,9400,16,21
054154,1,1,1,70000,16,21
054155,1,1,1,59000,,21
054156,1,1,1,70000,,22
054157,8,67,15,540,15,16
054158,1,1,1,100000,,21
054159,1,1,1,0,,22
054160,1,1,1,0,13,13
054161,1,1,1,0,,16
054162,1,1,1,17000,,18
054163,1,1,1,0,,19
054164,1,1,1,0,,17
054165,1,1,1,25000,,17
054166,2,2,2,21000,,16
054167,1,1,1,120000,,19
054168,1,1,1,23000,,19
054169,1,1,1,4000,15,20
054170,1,1,1,1500,14,16
054171,1,1,1,0,,16
054172,1,1,1,0,,21
054173,1,1,1,0,,16
054174,8,67,15,40000,,1
054175,8,67,15,24000,,1
054176,8,67,15,0,13,14
054177,1,1,1,27400,,20
054178,1,1,1,23800,,1
054179,1,1,1,0,,16
054180,1,1,1,40000,,18
054181,1,1,1,80000,,20
054182,1,1,1,5500,,16
054183,1,1,1,0,,16
054184,8,67,15,0,,19
054185,1,1,1,135000,,23
054186,1,1,1,45000,,19
054187,9,68,16,3200,15,18
054188,9,68,16,600,13,13
054189,1,1,1,,4,4
054190,9,68,16,,,
054191,1,1,1,0,,17
054192,1,1,1,0,,17
054193,1,1,1,,3,3
054194,1,1,1,,,
054195,1,1,1,35000,,17
054196,6,45,6,0,,13
054197,1,1,1,36000,,20
054198,1,1,1,60000,,20
054199,1,1,1,,,2
054200,9,68,60,0,,16
054201,1,1,1,9500,,19
054202,9,68,29,,3,3
054203,8,67,15,32000,,16
054204,1,1,1,200,,19
054205,1,1,1,24100,,20
054206,1,1,1,50100,,21
054207,1,1,1,,,
054208,3,21,3,0,,19
054209,9,68,16,,5,5
054210,1,1,1,0,,18
054211,3,5,3,600,,16
054212,1,1,1,0,,19
054213,1,1,1,150000,,20
054214,1,1,1,0,,21
054215,1,1,1,,1,1
054216,1,1,1,,,
054217,9,68,17,0,,18
054218,1,1,1,0,,16
054219,1,1,1,32000,,17
054220,1,1,1,0,,20
054221,1,1,1,19000,,16
054222,5,37,3,70000,,18
054223,1,1,1,60000,,17
054224,5,37,3,,9,9
054225,5,37,3,,6,6
054226,1,1,1,19000,,21
054227,9,68,17,,4,4
054228,1,1,1,19000,,21
054229,1,1,1,120000,,16
054230,1,1,1,14000,15,19
054231,1,1,1,26200,,18
054232,6,47,10,0,,16
054233,1,1,1,71000,,16
054234,1,1,1,30000,,16
054235,1,1,1,,2,2
054236,1,1,1,11700,,21
054237,1,1,1,40000,,19
054238,2,2,2,24000,,21
054239,3,28,3,58000,,19
054240,3,27,3,0,,21
054241,6,43,5,140000,,22
054242,6,43,5,120000,,22
054243,6,42,10,0,,16
054244,6,57,9,100000,,23
054245,1,1,1,-5100,,21
054246,1,1,1,125000,,21
054247,1,1,1,1400,15,16
054248,1,1,1,,10,10
054249,1,1,1,840,,17
054250,1,1,1,40000,,22
054251,9,68,26,110000,,21
054252,9,68,26,,,4
054253,9,68,26,,,2
054254,9,68,26,,,
054255,1,1,1,800,,21
054256,1,1,1,0,,21
054257,1,1,1,223000,,22
054258,8,67,15,17000,,9
054259,1,1,1,55000,,19
054260,1,1,1,0,,17
054261,1,1,1,100000,,16
054262,1,1,1,0,12,13
054263,1,1,1,78000,,18
054264,7,61,13,6000,,16
054265,7,61,13,0,,21
054266,7,61,13,,5,5
054267,7,61,13,,2,2
054268,7,61,13,,,
054269,1,1,1,30000,,18
054270,3,27,3,30000,,21
054271,1,1,1,0,,18
054272,6,45,6,8000,,21
054273,1,1,1,18800,,21
054274,1,1,1,0,,19
054275,1,1,1,20000,,18
054276,1,1,1,0,,11
054277,8,67,15,0,,19
054278,1,1,1,150000,,16
054279,1,1,1,0,,18
054280,1,1,1,0,,19
054281,1,1,1,65000,,21
054282,1,1,1,28000,,19
054283,1,1,1,39000,,19
054284,1,1,1,0,,16
054285,1,1,1,15800,,19
054286,1,1,1,,9,10
054287,1,1,1,670,,20
054288,1,1,1,64000,,19
054289,9,68,16,0,,21
054290,8,67,15,26300,,16
054291,1,1,1,48000,,16
054292,9,68,21,10000,,20
054293,1,1,1,49200,,19
054294,1,1,1,0,,16
054295,1,1,1,150000,,22
054296,1,1,1,0,,22
054297,1,1,1,0,15,18
054298,1,1,1,0,,18
054299,1,1,1,0,,16
054300,1,1,1,37000,,20
054301,1,1,1,46000,,21
054302,1,1,1,96000,,19
054303,1,1,1,6000,,16
054304,1,1,1,30000,,21
054305,1,1,1,42000,,23
054306,1,1,1,,,
054307,1,1,1,30000,,22
054308,1,1,1,220000,,22
054309,1,1,1,,,2
054310,1,1,1,,,
054311,6,54,10,220000,,22
054312,1,1,1,8400,,19
054313,1,1,1,82000,,13
054314,1,1,1,,8,8
054315,1,1,1,,5,5
054316,1,1,1,38000,,16
054317,1,1,1,0,,24
054318,1,1,1,0,,20
054319,1,1,1,0,,22
054320,1,1,1,31000,,20
054321,1,1,1,0,14,14
054322,1,1,1,890,,17
054323,1,1,1,78000,,18
054324,1,1,1,32000,15,19
054325,1,1,1,,7,8
054326,1,1,1,,5,6
054327,1,1,1,,3,4
054328,1,1,1,,,1
054329,7,66,14,14400,,20
054330,1,1,1,123000,,16
054331,9,68,28,50000,,16
054332,9,68,28,14300,15,19
054333,9,68,28,,6,7
054334,1,1,1,7200,,18
054335,1,1,1,,5,6
054336,1,1,1,,2,3
054337,1,1,1,0,15,19
054338,2,2,2,44000,16,22
054339,2,2,2,35000,,19
054340,2,2,2,,5,5
054341,2,2,2,21000,,16
054342,1,1,1,0,,22
054343,1,1,1,0,,20
054344,1,1,1,17000,,16
054345,1,1,1,36400,,12
054346,9,68,25,,,1
054347,9,68,25,,,
054348,9,68,68,32000,,21
054349,6,45,6,91000,,20
054350,1,1,1,32000,,16
054351,1,1,1,75000,,19
054352,1,1,1,20000,,19
054353,1,1,1,18100,,16
054354,6,38,4,25400,,22
054355,1,1,1,0,,21
054356,1,1,1,62000,,19
054357,1,1,1,51000,,19
054358,1,1,1,17800,,18
054359,1,1,1,118000,,16
054360,1,1,1,88000,,21
054361,9,68,51,40000,,21
054362,1,1,1,,8,8
054363,1,1,1,0,,16
054364,8,67,15,19200,,12
054365,8,67,15,15000,,12
054366,8,67,15,40000,,16
054367,8,67,15,1800,13,14
054368,1,1,1,9000,,16
054369,1,1,1,0,,17
054370,6,49,8,0,,17
054371,1,1,1,0,,18
054372,1,1,1,0,,16
054373,1,1,1,85000,,20
054374,1,1,1,0,,21
054375,1,1,1,36000,,17
054376,1,1,1,383000,,23
054377,1,1,1,7000,,21
054378,1,1,1,0,13,13
054379,1,1,1,,11,11
054380,1,1,1,,11,11
054381,1,1,1,,5,5
054382,1,1,1,59000,,21
054383,1,1,1,92000,,16
054384,1,1,1,,1,2
054385,9,68,60,0,,16
054386,1,1,1,29000,,24
054387,1,1,1,121000,,24
054388,1,1,1,0,15,18
054389,1,1,1,265000,,22
054390,8,67,15,1000,15,21
054391,1,1,1,100000,,21
054392,1,1,1,90000,,20
054393,1,1,1,0,15,19
054394,1,1,1,72000,,21
054395,1,1,1,35000,,21
054396,1,1,1,0,12,12
054397,1,1,1,0,,16
054398,1,1,1,0,,22
054399,3,21,3,0,,14
054400,3,21,3,0,,13
054401,3,21,3,0,,13
054402,3,21,3,0,,16
054403,3,21,3,0,,11
054404,3,21,3,0,,12
054405,3,21,3,0,,13
054406,3,21,3,,,
054407,1,1,1,1500,,11
054408,8,67,15,16000,,12
054409,1,1,1,23000,,16
054410,1,1,1,6300,,21
054411,6,45,6,0,,16
054412,1,1,1,2500,,14
054413,1,1,1,11800,15,20
054414,1,1,1,67000,,21
054415,9,68,17,125000,,22
054416,9,68,17,5000,14,14
054417,9,68,17,,11,12
054418,1,1,1,0,,16
054419,1,1,1,45400,,21
054420,1,1,1,0,,21
054421,1,1,1,32000,,16
054422,1,1,1,6700,,20
054423,1,1,1,,7,7
054424,1,1,1,,,6
054425,1,1,1,0,,18
054426,1,1,1,38500,,21
054427,4,34,3,0,,18
054428,1,1,1,0,,15
054429,1,1,1,500,,16
054430,1,1,1,75000,,22
054431,1,1,1,,1,2
054432,1,1,1,38000,15,18
054433,1,1,1,62000,,19
054434,1,1,1,60000,,19
054435,1,1,1,,,
054436,1,1,1,0,,16
054437,1,1,1,0,,21
054438,1,1,1,0,16,23
054439,1,1,1,118000,,21
054440,1,1,1,0,,21
054441,1,1,1,0,,9
054442,1,1,1,0,,18
054443,1,1,1,14000,,18
054444,1,1,1,23000,,20
054445,1,1,1,0,,22
054446,3,4,3,0,,20
054447,1,1,1,0,15,20
054448,6,38,4,190000,,22
054449,6,38,4,0,,22
054450,6,38,4,,,2
054451,6,38,4,,,
054452,1,1,1,45000,,20
054453,1,1,1,50000,,16
054454,1,1,1,24000,,17
054455,1,1,1,16000,,17
054456,1,1,1,1500,,16
054457,1,1,1,15000,,20
054458,1,1,1,10000,15,18
054459,1,1,1,110000,,19
054460,1,1,1,20000,,16
054461,1,1,1,0,,19
054462,1,1,1,0,,20
054463,1,1,1,0,15,19
054464,1,1,1,12000,,20
054465,1,1,1,0,,20
054466,1,1,1,0,,20
054467,1,1,1,0,,22
054468,9,68,68,12000,,19
054469,9,68,68,,,10
054470,9,68,68,,7,8
054471,1,1,1,46700,,16
054472,1,1,1,0,,18
054473,1,1,1,6000,,21
054474,1,1,1,,2,2
054475,2,2,2,0,,14
054476,1,1,1,32000,,20
054477,3,5,3,87000,15,21
054478,1,1,1,10000,,16
054479,1,1,1,5000,14,14
054480,1,1,1,0,11,12
054481,1,1,1,2500,12,13
054482,6,38,4,150000,,22
054483,8,67,15,8000,,21
054484,9,68,41,,2,2
054485,9,68,41,,1,1
054486,1,1,1,10800,,19
054487,1,1,1,75000,,22
054488,1,1,1,35000,,16
054489,1,1,1,23600,,16
054490,1,1,1,13400,,16
054491,1,1,1,29100,,16
054492,1,1,1,160000,,21
054493,1,1,1,125000,,21
054494,1,1,1,0,,18
054495,1,1,1,160000,,21
054496,1,1,1,0,,19
054497,1,1,1,,11,11
054498,1,1,1,25000,,19
054499,9,68,17,30000,,18
054500,1,1,1,0,,16
054501,1,1,1,0,,16
054502,1,1,1,0,,19
054503,1,1,1,24000,,16
054504,1,1,1,170000,,22
054505,1,1,1,140000,,22
054506,1,1,1,0,,9
054507,6,45,6,0,,16
054508,3,27,3,68000,,16
054509,3,27,3,,12,12
054510,1,1,1,19300,,20
054511,1,1,1,81000,,21
054512,1,1,1,72000,,21
054513,1,1,1,,7,7
054514,1,1,1,,6,6
054515,1,1,1,0,,21
054516,1,1,1,0,,20
054517,3,21,3,83000,,20
054518,1,1,1,63000,,16
054519,9,68,17,0,12,13
054520,9,68,17,,8,8
054521,1,1,1,100000,,18
054522,1,1,1,0,,18
054523,1,1,1,,4,4
054524,1,1,1,4000,16,21
054525,1,1,1,0,,17
054526,1,1,1,18200,,19
054527,1,1,1,0,,16
054528,1,1,1,49000,,22
054529,1,1,1,115000,16,22
054530,1,1,1,,1,1
054531,1,1,1,22400,,18
054532,9,68,16,,5,5
054533,1,1,1,35000,,21
054534,1,1,1,,9,10
054535,6,43,5,120000,,22
054536,6,43,5,80000,,22
054537,6,43,5,,,1
054538,6,43,5,,4,4
054539,6,43,5,0,,1
054540,1,1,1,75000,,22
054541,1,1,1,102000,,16
054542,1,1,1,0,,24
054543,1,1,1,100000,,21
054544,1,1,1,85000,,21
054545,1,1,1,0,,21
054546,1,1,1,95000,,4
054547,2,2,2,,,1
054548,2,2,2,,,1
054549,2,2,2,,,
054550,1,1,1,150000,,21
054551,1,1,1,,2,3
054552,1,1,1,,1,2
054553,1,1,1,,1,2
054554,1,1,1,75000,,22
054555,6,43,5,18300,,16
054556,6,43,5,18800,,19
054557,6,43,5,0,,9
054558,1,1,1,0,,20
054559,1,1,1,40700,,21
054560,1,1,1,,10,11
054561,1,1,1,48000,,23
054562,1,1,1,100000,,15
054563,1,1,1,30000,,16
054564,1,1,1,45000,,21
054565,1,1,1,60000,,18
054566,1,1,1,8000,,16
054567,1,1,1,0,,16
054568,8,67,15,60000,,12
054569,9,68,29,,4,4
054570,9,68,29,,,1
054571,1,1,1,0,,12
054572,1,1,1,0,,21
054573,1,1,1,0,,21
054574,2,2,2,120000,,22
054575,8,67,15,65000,,22
054576,2,2,2,,9,9
054577,6,57,9,80000,,21
054578,6,57,9,18000,,15
054579,6,57,9,0,,16
054580,6,57,9,0,,16
054581,6,45,6,90000,,21
054582,1,1,1,0,,18
054583,9,68,60,17800,,19
054584,6,43,5,80000,,20
054585,1,1,1,100000,,21
054586,9,68,32,20000,16,21
054587,1,1,1,27100,15,17
054588,1,1,1,15000,15,19
054589,1,1,1,8000,15,19
054590,1,1,1,0,15,19
054591,1,1,1,4000,15,19
054592,1,1,1,0,15,19
054593,1,1,1,1400,15,19
054594,6,45,6,1900,15,19
054595,1,1,1,670,,18
054596,1,1,1,69000,,21
054597,1,1,1,59000,,22
054598,1,1,1,,5,5
054599,1,1,1,,,
054600,1,1,1,750,,18
054601,1,1,1,24000,,15
054602,1,1,1,1000,12,13
054603,1,1,1,,4,5
054604,1,1,1,0,,16
054605,1,1,1,200,,9
054606,1,1,1,10700,,17
054607,6,38,4,110000,,21
054608,6,38,4,700,15,21
054609,6,38,4,,7,8
054610,6,38,4,,2,3
054611,3,27,3,0,,19
054612,1,1,1,48000,,19
054613,1,1,1,12000,,19
054614,1,1,1,125000,,21
054615,1,1,1,0,,21
054616,1,1,1,,1,1
054617,1,1,1,,,
054618,1,1,1,68000,,19
054619,1,1,1,38600,,19
054620,1,1,1,17000,,19
054621,1,1,1,15200,15,20
054622,1,1,1,16000,15,20
054623,8,67,15,60000,,20
054624,1,1,1,55000,,21
054625,1,1,1,0,,22
054626,1,1,1,,,
054627,1,1,1,,,
054628,1,1,1,16000,,6
054629,1,1,1,0,,19
054630,1,1,1,0,,12
054631,1,1,1,0,,21
054632,6,48,7,9000,,21
054633,1,1,1,50000,,21
054634,1,1,1,38000,,18
054635,1,1,1,80000,,21
054636,1,1,1,,10,11
054637,1,1,1,85000,,23
054638,1,1,1,14000,,20
054639,1,1,1,92000,,18
054640,1,1,1,3500,,18
054641,1,1,1,16900,15,19
054642,1,1,1,0,13,13
054643,1,1,1,,11,11
054644,1,1,1,,9,9
054645,1,1,1,,6,6
054646,1,1,1,20000,,18
054647,1,1,1,24000,15,21
054648,1,1,1,45000,,16
054649,2,2,2,30000,,19
054650,8,67,15,45000,,16
054651,6,45,6,0,,20
054652,6,45,6,0,,21
054653,1,1,1,24000,,17
054654,1,1,1,110000,,21
054655,1,1,1,70000,,22
054656,1,1,1,80,14,14
054657,1,1,1,,12,12
054658,1,1,1,35000,,18
054659,1,1,1,30000,,21
054660,1,1,1,,1,1
054661,1,1,1,,12,12
054662,1,1,1,,10,10
054663,1,1,1,48000,,21
054664,1,1,1,110000,,19
054665,1,1,1,0,13,14
054666,1,1,1,,11,12
054667,1,1,1,0,,20
054668,1,1,1,0,,1
054669,9,68,17,0,,21
054670,1,1,1,30000,,16
054671,1,1,1,105000,,21
054672,1,1,1,1500,,21
054673,1,1,1,,4,4
054674,1,1,1,,,1
054675,1,1,1,,,
054676,1,1,1,,,
054677,2,2,2,0,,19
054678,1,1,1,20000,,19
054679,2,2,2,10000,,19
054680,1,1,1,160000,,21
054681,1,1,1,0,,19
054682,1,1,1,0,,21
054683,1,1,1,60000,,22
054684,1,1,1,105000,,19
054685,1,1,1,15000,,20
054686,1,1,1,,,
054687,1,1,1,,,
054688,1,1,1,0,16,23
054689,1,1,1,0,,21
054690,1,1,1,75000,,21
054691,1,1,1,110000,,21
054692,1,1,1,15000,,16
054693,2,2,2,0,14,15
054694,2,2,2,0,15,16
054695,2,2,2,34000,14,16
054696,1,1,1,22000,,16
054697,2,2,2,0,,19
054698,1,1,1,59000,,21
054699,1,1,1,50000,,14
054700,1,1,1,97000,,18
054701,1,1,1,0,,13
054702,1,1,1,0,13,13
054703,1,1,1,0,,21
054704,1,1,1,0,,16
054705,6,38,4,134000,,24
054706,1,1,1,0,,22
054707,1,1,1,0,,22
054708,1,1,1,62000,,22
054709,1,1,1,,10,10
054710,1,1,1,0,,21
054711,1,1,1,85000,,21
054712,1,1,1,0,,16
054713,1,1,1,35000,,16
054714,1,1,1,95000,,18
054715,1,1,1,0,,19
054716,1,1,1,3800,14,17
054717,1,1,1,,7,8
054718,3,27,3,,5,6
054719,1,1,1,14500,,16
054720,9,68,17,75000,,21
054721,1,1,1,0,,20
054722,1,1,1,0,,21
054723,1,1,1,0,,21
054724,1,1,1,68000,,21
054725,1,1,1,46000,,21
054726,1,1,1,,,
054727,1,1,1,92000,,16
054728,1,1,1,0,,16
054729,1,1,1,,3,3
054730,1,1,1,,,1
054731,1,1,1,,,
054732,1,1,1,,,
054733,1,1,1,75000,,21
054734,1,1,1,2500,16,21
054735,1,1,1,0,,14
054736,1,1,1,230,,17
054737,1,1,1,25800,,16
054738,1,1,1,50000,,19
054739,1,1,1,40000,,19
054740,1,1,1,0,,16
054741,1,1,1,0,,16
054742,1,1,1,6000,,17
054743,1,1,1,4000,15,20
054744,1,1,1,7000,15,19
054745,1,1,1,35000,,19
054746,1,1,1,42000,,16
054747,1,1,1,46000,,17
054748,1,1,1,75000,,22
054749,1,1,1,120000,,21
054750,1,1,1,34500,,16
054751,9,68,17,165000,,19
054752,1,1,1,100000,,20
054753,1,1,1,0,,21
054754,1,1,1,,,
054755,1,1,1,,,
054756,1,1,1,0,,22
054757,1,1,1,0,,20
054758,1,1,1,8000,,23
054759,1,1,1,109000,,21
054760,1,1,1,100000,,24
054761,1,1,1,,4,4
054762,1,1,1,0,,1
054763,1,1,1,467000,,23
054764,1,1,1,10000,,21
054765,1,1,1,,11,12
054766,1,1,1,,2,3
054767,1,1,1,,,
054768,6,43,5,69000,,21
054769,1,1,1,1500,,22
054770,1,1,1,0,,19
054771,1,1,1,467000,,24
054772,6,49,8,150000,,21
054773,1,1,1,200,,21
054774,1,1,1,36000,,20
054775,3,21,3,92000,,18
054776,1,1,1,0,,17
054777,1,1,1,0,,13
054778,6,45,6,49000,,21
054779,6,45,6,83000,,21
054780,1,1,1,117000,,23
054781,9,68,17,12000,,16
054782,8,67,15,0,,14
054783,8,67,15,5500,,16
054784,8,67,15,,,
054785,1,1,1,26400,,21
054786,1,1,1,24000,,21
054787,8,67,15,0,,11
054788,1,1,1,58000,,20
054789,1,1,1,24000,,18
054790,1,1,1,70000,,20
054791,1,1,1,52000,16,22
054792,1,1,1,36000,,17
054793,1,1,1,34000,,21
054794,1,1,1,0,,19
054795,1,1,1,0,,18
054796,1,1,1,467000,,23
054797,1,1,1,18000,,22
054798,1,1,1,46000,16,22
054799,1,1,1,210000,,23
054800,1,1,1,38000,,19
054801,1,1,1,10000,,16
054802,1,1,1,42000,,20
054803,1,1,1,36000,,20
054804,1,1,1,,4,4
054805,1,1,1,,1,2
054806,1,1,1,,,
054807,1,1,1,0,,22
054808,1,1,1,16200,,20
054809,1,1,1,,,5
054810,1,1,1,,,1
054811,1,1,1,180000,,21
054812,1,1,1,150000,,21
054813,1,1,1,,5,5
054814,1,1,1,,3,3
054815,1,1,1,,3,3
054816,1,1,1,125000,,21
054817,1,1,1,15400,,19
054818,1,1,1,1500,12,12
054819,6,43,5,90000,,19
054820,6,57,9,30000,,21
054821,6,58,10,,6,7
054822,6,58,10,,6,7
054823,1,1,1,37000,,18
054824,1,1,1,56000,,15
054825,1,1,1,4100,14,14
054826,1,1,1,24000,,18
054827,1,1,1,27000,,22
054828,9,68,29,65000,,21
054829,9,68,29,,1,2
054830,9,68,29,,,
054831,9,68,51,87000,,21
054832,9,68,68,7200,,16
054833,9,68,68,0,14,16
054834,1,1,1,0,,16
054835,1,1,1,11000,,21
054836,1,1,1,,,
054837,1,1,1,51100,,19
054838,1,1,1,21600,,21
054839,2,2,2,19200,,18
054840,1,1,1,0,,19
054841,1,1,1,0,,19
054842,1,1,1,18600,,21
054843,8,67,15,28000,,21
054844,1,1,1,0,,19
054845,1,1,1,4,,22
054846,1,1,1,10000,,20
054847,1,1,1,0,,19
054848,1,1,1,0,,19
054849,2,2,2,5000,,15
054850,2,2,2,16000,,15
054851,2,2,2,59000,,21
054852,1,1,1,0,,18
054853,1,1,1,0,,21
054854,1,1,1,3900,,20
054855,1,1,1,0,,20
054856,1,1,1,0,,18
054857,1,1,1,54000,,20
054858,1,1,1,0,,17
054859,1,1,1,0,,18
054860,1,1,1,87000,,18
054861,6,45,6,52000,,20
054862,9,68,17,47000,,19
054863,9,68,17,49000,,18
054864,9,68,17,9700,,19
054865,9,68,17,2600,14,14
054866,9,68,17,,12,12
054867,1,1,1,0,,18
054868,1,1,1,59000,,16
054869,1,1,1,0,15,17
054870,1,1,1,35000,,17
054871,1,1,1,45000,,17
054872,1,1,1,31800,,19
054873,1,1,1,,10,10
054874,9,68,16,,,9
054875,1,1,1,,7,7
054876,9,68,16,,,
054877,1,1,1,0,,12
054878,1,1,1,40000,,21
054879,1,1,1,35000,16,21
054880,1,1,1,,,
054881,1,1,1,40000,,22
054882,6,43,5,0,16,21
054883,6,43,5,180000,,22
054884,6,43,5,,7,8
054885,6,43,5,,4,5
054886,1,1,1,0,,22
054887,1,1,1,0,,21
054888,1,1,1,0,,16
054889,1,1,1,,5,6
054890,1,1,1,16700,,19
054891,1,1,1,105000,,19
054892,1,1,1,75000,,19
054893,1,1,1,0,,19
054894,1,1,1,69000,,22
054895,1,1,1,14900,,12
054896,1,1,1,20600,,13
054897,1,1,1,0,12,12
054898,1,1,1,,14,14
054899,1,1,1,0,,19
054900,1,1,1,40000,,18
054901,1,1,1,30000,,16
054902,1,1,1,8400,,22
054903,1,1,1,101300,,21
054904,1,1,1,670,15,16
054905,3,28,3,0,,18
054906,3,28,3,0,,14
054907,1,1,1,18000,,21
054908,1,1,1,0,,20
054909,1,1,1,0,,21
054910,1,1,1,467000,,23
054911,1,1,1,26100,,16
054912,1,1,1,76000,,20
054913,1,1,1,6500,,18
054914,1,1,1,5000,14,15
054915,1,1,1,95000,,20
054916,7,61,13,71000,,18
054917,9,68,27,45000,,21
054918,9,68,27,3200,,21
054919,9,68,27,20000,,20
054920,9,68,20,0,,16
054921,6,45,6,26000,,16
054922,1,1,1,33000,,16
054923,1,1,1,90000,,20
054924,1,1,1,0,,21
054925,1,1,1,0,,22
054926,1,1,1,34000,,16
054927,1,1,1,14000,,20
054928,1,1,1,0,,21
054929,1,1,1,0,,20
054930,1,1,1,0,,21
054931,1,1,1,0,,21
054932,1,1,1,0,,22
054933,1,1,1,75000,,20
054934,1,1,1,60000,,19
054935,1,1,1,58000,,16
054936,1,1,1,125000,,16
054937,1,1,1,0,,16
054938,1,1,1,14600,,16
054939,1,1,1,59000,,16
054940,1,1,1,10000,10,10
054941,1,1,1,0,15,19
054942,1,1,1,467000,,22
054943,1,1,1,80000,,21
054944,1,1,1,,5,5
054945,1,1,1,,2,2
054946,1,1,1,48000,,19
054947,2,2,2,16000,,20
054948,1,1,1,0,,21
054949,1,1,1,0,,21
054950,3,7,3,40800,,18
054951,1,1,1,12000,,21
054952,3,7,3,,5,5
054953,3,7,3,,5,5
054954,3,7,3,,,
054955,1,1,1,0,,16
054956,1,1,1,0,,18
054957,1,1,1,29300,,19
054958,1,1,1,,7,7
054959,1,1,1,40000,,21
054960,1,1,1,50000,,21
054961,6,43,5,0,16,21
054962,6,43,5,3000,16,22
054963,1,1,1,18000,,17
054964,1,1,1,36000,,19
054965,1,1,1,,3,4
054966,1,1,1,,,
054967,1,1,1,12500,15,19
054968,1,1,1,33000,,16
054969,1,1,1,88000,,21
054970,1,1,1,63000,,16
054971,7,61,13,0,,16
054972,7,61,13,50000,,16
054973,7,61,13,,3,3
054974,7,61,13,,,
054975,1,1,1,0,,22
054976,1,1,1,0,,21
054977,1,1,1,100000,,21
054978,1,1,1,25000,,19
054979,1,1,1,26000,,20
054980,1,1,1,0,,24
054981,1,1,1,280,,17
054982,1,1,1,,4,5
054983,1,1,1,45800,,21
054984,1,1,1,0,,16
054985,1,1,1,0,,16
